Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_Per_Ha_INR,Cost_Per_Ha_INR,Revenue_Per_Ha_INR
SF10516,Maharashtra,Nashik,Pulses,Rabi,12.96,275.1,27.8,61.7,7.3,7.71,15.2,116.3,72.2,110.5,Drip,101.2,8.49,0.65,0.38,4.92,65532,747959,322417.0,-425542.0,3842,1.281,21.4,-32835.03,57712.89,24877.85
SF10517,Madhya Pradesh,Nashik,Rice,Rabi,11.48,105.0,24.3,47.8,8.7,6.48,14.8,112.8,43.5,119.9,Drip,222.7,5.98,0.96,2.65,30.42,20981,790176,638242.0,-151934.0,13769,2.209,30.6,-13234.67,68830.66,55595.99
SF10518,Punjab,Nashik,Maize,Kharif,6.08,1032.8,28.4,72.3,7.6,5.94,35.1,87.1,38.2,74.6,Drip,183.9,2.53,0.89,1.82,11.07,21114,430477,233732.0,-196745.0,3623,3.055,61.7,-32359.38,70802.14,38442.76
SF10519,Telangana,Guntur,Pulses,Kharif,5.58,982.5,24.8,60.8,6.6,6.97,28.9,91.5,69.1,141.5,Flood,142.7,2.75,0.78,1.27,7.09,72459,385646,513734.0,128088.0,2524,2.809,52.3,22954.84,69112.19,92067.03
SF10520,Andhra Pradesh,Guntur,Groundnut,Kharif,8.45,1098.3,23.8,70.2,6.5,6.89,36.8,128.1,51.1,81.2,Sprinkler,270.7,5.21,0.82,1.37,11.58,59909,591631,693746.0,102115.0,4509,2.568,63.3,12084.62,70015.5,82100.12
SF10521,Gujarat,Ludhiana,Pulses,Rabi,14.01,418.70000000000005,25.7,59.2,8.5,6.81,32.9,130.2,57.4,78.2,Flood,150.1,5.25,0.9,1.2,16.81,76792,965560,1290874.0,325314.0,6528,2.575,40.1,23220.13,68919.34,92139.47
SF10522,Madhya Pradesh,Erode,Cotton,Rabi,14.03,447.2,20.9,62.8,7.0,6.39,28.1,118.5,75.1,93.1,Drip,278.2,5.85,0.98,1.45,20.34,69752,1184003,1418756.0,234753.0,9145,2.224,36.1,16732.22,84390.81,101123.02
SF10523,Gujarat,Indore,Pulses,Rabi,11.52,472.7,26.9,55.8,7.5,6.43,20.6,120.6,68.6,98.0,Rainfed,308.8,3.19,0.98,1.36,15.67,62394,740423,977714.0,237291.0,2258,6.94,48.3,20598.18,64272.83,84871.01
SF10524,Karnataka,Guntur,Wheat,Kharif,8.74,732.7,31.7,64.5,7.6,7.44,33.2,130.5,40.0,110.6,Flood,191.6,5.9,0.67,1.48,12.94,25177,587094,325790.0,-261304.0,6573,1.969,47.2,-29897.48,67173.23,37275.74
SF10525,Andhra Pradesh,Ludhiana,Rice,Rabi,8.75,291.4,21.6,59.2,6.9,5.39,28.1,92.6,49.2,129.3,Flood,81.6,4.2,0.98,0.34,2.98,27459,565968,81828.0,-484140.0,16860,0.177,49.4,-55330.29,64682.06,9351.77
SF10526,Madhya Pradesh,Warangal,Sugarcane,Rabi,4.59,580.1,26.7,53.6,9.4,6.03,25.7,148.9,51.3,134.7,Flood,168.4,7.62,0.87,50.25,230.65,3564,301913,822037.0,520124.0,9814,23.502,19.7,113316.78,65776.25,179093.03
SF10527,Madhya Pradesh,Indore,Cotton,Kharif,6.96,1174.6,26.4,79.0,5.7,6.04,31.1,178.6,63.4,84.5,Sprinkler,191.6,7.75,0.85,1.18,8.21,72186,474814,592647.0,117833.0,4810,1.707,48.8,16930.03,68220.4,85150.43
SF10528,Maharashtra,Indore,Cotton,Kharif,6.35,1213.7,26.3,73.6,7.1,6.33,30.4,149.3,41.8,98.8,Drip,143.0,5.63,0.69,1.17,7.43,69828,441813,518822.0,77009.0,4491,1.654,52.7,12127.4,69576.85,81704.25
SF10529,Tamil Nadu,Raichur,Sugarcane,Rabi,11.32,297.2,17.8,64.4,6.4,5.55,22.5,144.0,41.6,130.7,Rainfed,195.8,5.92,0.94,7.89,89.31,3559,826201,317854.0,-508347.0,11664,7.657,36.9,-44906.98,72985.95,28078.98
SF10530,Maharashtra,Indore,Groundnut,Rabi,9.57,185.3,23.9,56.2,7.9,5.99,25.3,150.3,60.8,108.5,Rainfed,180.6,6.68,0.72,0.77,7.37,55386,527492,408195.0,-119297.0,2408,3.061,31.9,-12465.73,55119.33,42653.61
SF10531,Madhya Pradesh,Nalgonda,Maize,Kharif,8.29,1012.8,31.4,85.9,6.6,6.63,31.2,123.5,59.5,73.3,Flood,179.7,4.21,0.97,3.26,27.03,20140,501705,544384.0,42679.0,6365,4.247,62.5,5148.25,60519.3,65667.55
SF10532,Andhra Pradesh,Nashik,Wheat,Rabi,4.25,162.8,24.1,65.4,8.1,6.9,26.6,149.0,54.2,115.3,Flood,69.8,4.06,0.89,2.44,10.37,23504,245593,243736.0,-1857.0,3104,3.341,31.7,-436.94,57786.59,57349.65
SF10533,Madhya Pradesh,Warangal,Rice,Kharif,8.53,635.6,29.2,57.5,5.9,6.18,34.4,111.3,45.6,133.1,Rainfed,254.0,7.36,0.88,2.73,23.29,24424,681956,568835.0,-113121.0,6494,3.586,41.5,-13261.55,79947.95,66686.4
SF10534,Telangana,Indore,Maize,Zaid,14.64,465.9,30.3,44.0,8.9,6.67,23.1,114.8,43.6,114.6,Drip,208.7,4.13,1.0,3.73,54.61,24003,945613,1310804.0,365191.0,7816,6.987,49.6,24944.74,64591.05,89535.79
SF10535,Tamil Nadu,Indore,Maize,Kharif,4.29,860.6,23.4,81.0,6.8,7.29,42.0,108.1,61.2,104.7,Drip,153.6,6.36,0.95,3.19,13.69,19543,273094,267544.0,-5550.0,2471,5.54,47.7,-1293.71,63658.28,62364.57
SF10536,Karnataka,Raichur,Maize,Rabi,11.98,216.0,26.4,53.8,7.1,6.42,13.5,136.6,24.1,66.7,Drip,256.2,6.4,0.85,3.22,38.58,21902,824266,844979.0,20713.0,5469,7.054,32.8,1728.96,68803.51,70532.47
SF10537,Gujarat,Warangal,Cotton,Kharif,12.66,670.0,22.7,84.0,6.3,6.33,31.1,89.9,67.6,103.6,Flood,138.6,5.4,0.99,1.59,20.13,67283,864030,1354407.0,490377.0,11316,1.779,36.6,38734.36,68248.82,106983.18
SF10538,Gujarat,Indore,Sugarcane,Zaid,6.94,322.1,30.4,57.3,6.5,6.7,9.0,111.9,68.2,115.0,Flood,164.5,4.9,0.88,51.39,356.65,3635,470888,1296423.0,825535.0,16650,21.42,51.3,118953.17,67851.3,186804.47
SF10539,Madhya Pradesh,Indore,Chilli,Rabi,14.65,232.5,24.3,59.2,9.0,5.51,31.9,114.4,60.1,93.8,Rainfed,267.4,2.83,0.98,0.3,4.39,112312,1010495,493050.0,-517445.0,4727,0.929,44.3,-35320.48,68975.77,33655.29
SF10540,Andhra Pradesh,Warangal,Groundnut,Kharif,0.89,1093.0,33.0,69.9,8.8,6.25,30.7,70.5,58.5,136.9,Flood,274.7,5.51,0.72,1.16,1.03,50525,77878,52041.0,-25837.0,574,1.794,59.0,-29030.34,87503.37,58473.03
SF10541,Punjab,Rajkot,Chilli,Kharif,6.19,579.5,31.2,51.1,5.1,7.92,30.0,116.7,56.1,124.0,Flood,178.7,6.3,0.89,0.45,2.79,124463,443163,347252.0,-95911.0,4666,0.598,52.1,-15494.51,71593.38,56098.87
SF10542,Maharashtra,Raichur,Maize,Kharif,1.31,874.6,25.0,58.8,7.1,6.07,24.6,136.0,70.0,129.0,Rainfed,180.3,2.99,0.69,2.69,3.52,19833,85470,69812.0,-15658.0,424,8.302,69.3,-11952.67,65244.27,53291.6
SF10543,Karnataka,Warangal,Pulses,Rabi,11.46,277.3,26.0,57.7,7.5,7.18,17.6,88.3,48.8,54.7,Flood,180.2,7.92,0.71,0.88,10.08,76378,783107,769890.0,-13217.0,5269,1.913,38.3,-1153.32,68333.94,67180.63
SF10544,Gujarat,Erode,Cotton,Rabi,4.34,312.4,17.9,51.2,7.3,6.16,29.1,99.4,50.4,143.8,Flood,140.0,2.9,0.88,0.89,3.86,69522,215728,268355.0,52627.0,4219,0.915,40.7,12126.04,49706.91,61832.95
SF10545,Madhya Pradesh,Rajkot,Wheat,Rabi,13.33,543.0,27.9,71.5,7.4,6.79,12.9,89.5,39.0,106.2,Rainfed,160.9,2.95,0.89,2.72,36.26,25952,856093,941020.0,84927.0,4432,8.181,57.6,6371.12,64223.03,70594.15
SF10546,Punjab,Ludhiana,Pulses,Zaid,9.73,462.6,31.8,64.7,7.5,7.68,8.0,81.5,69.0,98.4,Drip,214.3,7.45,0.68,0.32,3.11,67344,721077,209440.0,-511637.0,2584,1.204,36.8,-52583.45,74108.63,21525.18
SF10547,Punjab,Nalgonda,Cotton,Rabi,1.52,417.5,23.0,67.5,8.5,6.54,26.0,136.5,44.5,105.1,Sprinkler,176.4,2.6,0.86,1.71,2.6,70381,134546,182991.0,48445.0,1032,2.519,43.6,31871.71,88517.11,120388.82
SF10548,Tamil Nadu,Raichur,Rice,Rabi,5.77,693.8,23.0,67.0,7.8,6.27,19.3,111.7,61.4,124.7,Flood,187.7,8.73,0.83,3.43,19.79,21813,452854,431679.0,-21175.0,10829,1.828,39.8,-3669.84,78484.23,74814.38
SF10549,Tamil Nadu,Krishna,Rice,Kharif,10.37,986.3,23.5,78.8,5.8,6.78,24.6,83.6,54.6,133.7,Rainfed,189.7,4.37,0.76,3.1,32.15,22197,715386,713634.0,-1752.0,7874,4.083,56.6,-168.95,68986.11,68817.16
SF10550,Gujarat,Ludhiana,Sugarcane,Zaid,14.61,283.1,28.1,38.2,6.5,7.76,18.3,114.1,52.7,82.3,Sprinkler,124.6,5.97,0.83,10.97,160.27,3566,882469,571523.0,-310946.0,30041,5.335,21.1,-21283.09,60401.71,39118.62
SF10551,Telangana,Nashik,Wheat,Rabi,13.83,115.2,22.5,58.7,7.8,7.03,15.8,119.4,65.4,125.4,Flood,126.9,6.43,0.72,1.94,26.83,26943,1007796,722881.0,-284915.0,8020,3.345,38.4,-20601.23,72870.28,52269.05
SF10552,Gujarat,Erode,Maize,Kharif,11.24,1064.3,29.3,69.1,7.1,7.36,38.7,133.0,76.5,85.5,Sprinkler,194.7,3.82,0.87,1.97,22.14,22247,747285,492549.0,-254736.0,6391,3.464,65.9,-22663.35,66484.43,43821.09
SF10553,Maharashtra,Guntur,Sugarcane,Kharif,4.74,1059.5,24.6,86.6,6.9,5.75,33.3,127.5,43.9,113.5,Rainfed,101.2,5.05,0.7,18.14,85.98,3071,271647,264045.0,-7602.0,4089,21.027,57.1,-1603.8,57309.49,55705.7
SF10554,Maharashtra,Guntur,Pulses,Kharif,13.52,867.1,28.3,69.5,5.4,7.14,24.6,143.0,24.7,107.6,Flood,165.0,3.54,0.96,1.24,16.76,75525,886313,1265799.0,379486.0,6602,2.539,49.0,28068.49,65555.7,93624.19
SF10555,Karnataka,Warangal,Groundnut,Rabi,9.42,350.9,21.1,58.3,6.8,7.05,24.7,152.6,28.1,129.5,Flood,188.7,7.01,0.98,1.38,13.0,56790,718902,738270.0,19368.0,6888,1.887,29.7,2056.05,76316.56,78372.61
SF10556,Andhra Pradesh,Nashik,Chilli,Rabi,7.94,456.8,25.3,47.7,7.6,7.1,12.9,108.0,75.8,96.5,Flood,228.2,8.51,0.87,1.56,12.39,92892,619157,1150932.0,531775.0,6146,2.016,34.4,66974.18,77979.47,144953.65
SF10557,Andhra Pradesh,Ludhiana,Pulses,Kharif,9.21,1123.4,32.5,70.5,7.5,5.85,41.0,92.7,77.6,85.2,Flood,305.6,5.59,0.85,0.39,3.59,64138,690449,230255.0,-460194.0,4732,0.759,48.3,-49966.78,74967.32,25000.54
SF10558,Karnataka,Raichur,Wheat,Rabi,3.98,541.4,22.9,56.5,8.1,5.99,20.3,117.4,69.2,94.2,Rainfed,162.8,7.7,0.82,1.61,6.41,29308,221790,187864.0,-33926.0,1339,4.787,36.8,-8524.12,55726.13,47202.01
SF10559,Karnataka,Nalgonda,Cotton,Kharif,2.49,886.7,28.0,69.5,6.0,7.0,20.9,91.8,53.7,128.6,Sprinkler,163.8,7.19,0.93,1.56,3.88,70476,185216,273447.0,88231.0,1862,2.084,49.8,35434.14,74383.94,109818.07
SF10560,Tamil Nadu,Nalgonda,Groundnut,Rabi,6.76,477.8,24.3,49.8,6.8,6.51,22.9,131.4,58.2,66.6,Sprinkler,237.5,3.92,0.76,1.84,12.44,61389,514036,763679.0,249643.0,3322,3.745,48.8,36929.44,76040.83,112970.27
SF10561,Telangana,Rajkot,Rice,Zaid,3.7,704.8,27.8,56.8,6.8,6.78,22.1,121.5,15.0,105.8,Sprinkler,193.4,7.78,0.67,4.08,15.1,23470,281585,354397.0,72812.0,4720,3.199,30.6,19678.92,76104.05,95782.97
SF10562,Telangana,Nalgonda,Pulses,Kharif,4.97,804.1,30.3,78.7,6.5,7.2,28.3,141.6,70.2,125.7,Flood,241.4,6.62,0.73,1.03,5.12,64201,379662,328709.0,-50953.0,2350,2.179,32.3,-10252.11,76390.74,66138.63
SF10563,Telangana,Nalgonda,Groundnut,Rabi,10.91,189.4,21.3,64.4,7.0,5.86,21.9,167.2,80.8,79.5,Flood,111.9,7.39,0.85,0.64,6.98,61537,803096,429528.0,-373568.0,8260,0.845,21.8,-34240.88,73611.0,39370.12
SF10564,Madhya Pradesh,Ludhiana,Chilli,Rabi,11.89,179.0,23.9,48.1,7.4,7.93,37.7,45.2,39.1,105.3,Flood,230.7,5.02,0.71,0.3,3.57,79262,838891,282965.0,-555926.0,9980,0.358,49.2,-46755.76,70554.33,23798.57
SF10565,Andhra Pradesh,Warangal,Rice,Kharif,13.93,870.0,26.5,58.9,7.9,5.29,24.3,130.2,43.5,112.4,Flood,143.0,6.1,0.66,0.36,5.01,22303,863751,111738.0,-752013.0,22816,0.22,47.1,-53985.14,62006.53,8021.39
SF10566,Madhya Pradesh,Krishna,Groundnut,Kharif,2.08,701.5,29.4,78.7,6.5,6.94,29.7,82.7,59.9,90.2,Rainfed,199.2,5.84,0.99,1.74,3.62,55854,153818,202191.0,48373.0,687,5.269,53.9,23256.25,73950.96,97207.21
SF10567,Telangana,Nalgonda,Cotton,Rabi,6.56,642.8,21.1,59.2,8.0,6.32,15.5,124.6,46.1,102.4,Flood,50.6,3.01,0.81,1.47,9.64,69114,247752,666259.0,418507.0,6810,1.416,41.4,63796.8,37767.07,101563.87
SF10568,Punjab,Nalgonda,Pulses,Kharif,11.19,682.6,28.1,82.7,8.6,7.91,35.6,117.5,22.8,104.3,Sprinkler,136.1,4.54,0.86,0.3,3.36,66121,579591,222167.0,-357424.0,4161,0.807,52.9,-31941.38,51795.44,19854.07
SF10569,Punjab,Rajkot,Cotton,Zaid,11.47,240.1,29.6,63.6,7.1,6.17,24.1,183.1,73.4,66.5,Flood,257.7,7.0,0.91,1.03,11.81,78561,859819,927805.0,67986.0,10825,1.091,35.1,5927.29,74962.42,80889.71
SF10570,Punjab,Indore,Rice,Zaid,9.72,174.2,32.4,44.9,8.8,7.63,24.4,88.9,61.8,100.1,Rainfed,215.5,4.44,0.97,0.74,7.19,23579,586001,169533.0,-416468.0,5825,1.234,33.7,-42846.5,60288.17,17441.67
SF10571,Karnataka,Raichur,Cotton,Zaid,3.58,341.2,28.6,49.2,9.8,6.84,18.2,120.7,81.8,102.2,Flood,85.6,5.15,0.91,1.28,4.58,68158,176258,312164.0,135906.0,3297,1.389,31.7,37962.57,49234.08,87196.65
SF10572,Gujarat,Indore,Rice,Kharif,7.06,947.6,29.7,68.0,8.2,6.9,33.9,103.5,89.3,101.3,Rainfed,230.4,6.41,0.86,3.21,22.66,22116,458812,501149.0,42337.0,5240,4.324,55.9,5996.74,64987.54,70984.28
SF10573,Gujarat,Erode,Groundnut,Kharif,7.72,979.4,26.1,72.5,5.3,5.82,37.8,134.5,57.3,87.4,Sprinkler,116.2,5.84,0.68,0.85,6.56,51712,391543,339231.0,-52312.0,3880,1.691,45.0,-6776.17,50718.01,43941.84
SF10574,Gujarat,Raichur,Sugarcane,Rabi,6.8,401.8,26.3,60.9,8.2,7.16,23.75,125.5,80.2,138.9,Flood,188.2,8.75,0.9,63.19,429.69,3632,378817,1560634.0,1181817.0,14435,29.767,26.1,173796.62,55708.38,229505.0
SF10575,Andhra Pradesh,Krishna,Maize,Rabi,2.14,558.3,25.4,74.1,8.2,6.95,23.5,142.2,53.2,148.3,Flood,188.3,2.05,0.89,3.75,8.02,23310,111009,186946.0,75937.0,1550,5.174,57.6,35484.58,51873.36,87357.94
SF10576,Maharashtra,Nalgonda,Maize,Rabi,10.41,518.2,22.7,65.5,9.3,7.18,25.4,147.9,37.9,70.1,Sprinkler,225.8,6.27,0.86,3.11,32.38,19997,696662,647503.0,-49159.0,5768,5.614,51.5,-4722.29,66922.38,62200.1
SF10577,Maharashtra,Nalgonda,Cotton,Rabi,12.93,430.3,23.0,48.4,5.0,7.56,22.4,116.6,80.2,110.8,Rainfed,239.3,5.45,0.68,0.7,9.05,61110,836190,553046.0,-283144.0,4398,2.058,32.2,-21898.22,64670.53,42772.31
SF10578,Maharashtra,Warangal,Maize,Zaid,8.48,389.0,30.8,52.4,9.0,7.28,23.2,127.6,52.9,92.3,Flood,227.3,6.93,0.77,2.27,19.25,22606,684496,435166.0,-249330.0,6078,3.167,23.8,-29402.12,80718.87,51316.75
SF10579,Andhra Pradesh,Indore,Wheat,Kharif,13.96,958.0,28.8,86.8,6.5,6.62,39.2,176.6,52.0,107.6,Drip,213.8,8.72,0.81,3.79,52.91,21764,941600,1151533.0,209933.0,7803,6.781,50.4,15038.18,67449.86,82488.04
SF10580,Gujarat,Indore,Cotton,Kharif,12.42,1020.0,23.7,76.9,6.7,7.37,24.0,138.2,29.8,101.8,Sprinkler,89.9,5.37,0.7,0.92,11.43,66488,784988,759958.0,-25030.0,8701,1.314,55.7,-2015.3,63203.54,61188.24
SF10581,Madhya Pradesh,Rajkot,Wheat,Zaid,7.65,208.2,27.1,50.8,9.1,6.82,13.9,133.2,46.1,106.2,Drip,265.9,3.77,0.9,2.58,19.74,21025,569703,415033.0,-154670.0,3998,4.937,53.3,-20218.3,74470.98,54252.68
SF10582,Tamil Nadu,Guntur,Maize,Kharif,11.45,955.9,29.8,81.6,6.7,6.47,22.8,190.6,71.9,112.6,Flood,87.1,3.67,1.0,4.33,49.58,21569,631145,1069391.0,438246.0,8811,5.627,57.1,38274.76,55121.83,93396.59
SF10583,Punjab,Indore,Chilli,Zaid,4.67,429.7,35.9,56.7,9.3,7.01,26.4,152.2,56.6,119.7,Rainfed,224.0,4.05,0.99,1.29,6.02,94946,274253,571575.0,297322.0,1092,5.513,44.7,63666.38,58726.55,122392.93
SF10584,Maharashtra,Nalgonda,Maize,Kharif,3.58,1015.9,29.0,70.5,5.3,6.41,46.4,184.7,63.9,86.4,Rainfed,40.0,6.93,0.95,3.19,11.42,24516,202153,279973.0,77820.0,1224,9.33,41.2,21737.43,56467.32,78204.75
SF10585,Karnataka,Ludhiana,Sugarcane,Rabi,14.03,290.1,23.5,68.2,6.2,8.24,21.0,111.3,62.9,125.1,Rainfed,231.1,5.47,0.69,2.46,34.51,3974,672861,137143.0,-535718.0,14608,2.362,35.5,-38183.75,47958.73,9774.98
SF10586,Telangana,Warangal,Cotton,Zaid,13.96,496.6,39.7,54.4,9.4,8.01,14.9,122.5,57.2,117.8,Sprinkler,226.4,6.04,0.98,0.3,4.19,47327,1094030,198300.0,-895730.0,10015,0.418,41.6,-64164.04,78368.91,14204.87
SF10587,Maharashtra,Indore,Wheat,Zaid,2.56,80.0,33.7,48.9,7.3,6.54,19.1,106.8,86.5,86.3,Drip,232.3,5.72,0.88,1.77,4.53,22841,148493,103470.0,-45023.0,1136,3.988,41.1,-17587.11,58005.08,40417.97
SF10588,Telangana,Erode,Chilli,Kharif,11.59,666.3,27.4,63.1,6.6,6.3,31.0,153.3,57.8,105.2,Rainfed,196.6,5.75,0.71,2.33,27.0,97135,766263,2622645.0,1856382.0,3511,7.69,48.8,160171.01,66114.15,226285.16
SF10589,Telangana,Erode,Groundnut,Kharif,3.36,1108.6,27.6,59.8,7.5,6.53,30.7,72.4,51.9,129.2,Flood,165.2,7.28,0.75,1.54,5.17,63900,219340,330363.0,111023.0,2096,2.467,40.7,33042.56,65279.76,98322.32
SF10590,Maharashtra,Nashik,Groundnut,Rabi,2.73,634.5,25.3,63.6,6.2,6.13,16.7,115.0,60.8,90.4,Flood,198.9,4.83,0.98,1.33,3.63,52527,182519,190673.0,8154.0,2053,1.768,51.5,2986.81,66856.78,69843.59
SF10591,Gujarat,Raichur,Maize,Kharif,4.92,871.0,30.0,74.4,7.0,7.89,28.1,123.6,31.8,92.6,Flood,199.3,8.51,0.74,0.67,3.3,22511,391183,74286.0,-316897.0,3979,0.829,51.5,-64409.96,79508.74,15098.78
SF10592,Tamil Nadu,Raichur,Wheat,Kharif,13.89,855.1,30.8,72.0,5.5,5.75,31.1,96.7,36.1,129.1,Drip,217.2,6.0,0.95,0.98,13.61,20851,796467,283782.0,-512685.0,6942,1.961,52.7,-36910.37,57341.04,20430.67
SF10593,Punjab,Rajkot,Maize,Kharif,7.68,977.8,32.8,65.7,6.8,7.08,27.2,152.2,26.1,119.9,Flood,269.1,4.32,0.87,3.22,24.73,21525,612476,532313.0,-80163.0,6717,3.682,52.1,-10437.89,79749.48,69311.59
SF10594,Maharashtra,Krishna,Rice,Kharif,1.5,753.4,30.0,79.9,8.1,6.02,34.7,112.6,67.2,107.4,Sprinkler,126.9,1.62,0.92,2.42,3.63,22864,90422,82996.0,-7426.0,2406,1.509,76.8,-4950.67,60281.33,55330.67
SF10595,Madhya Pradesh,Ludhiana,Chilli,Zaid,7.24,291.15,33.4,45.9,8.2,6.72,16.4,158.3,73.5,80.8,Rainfed,317.6,1.59,0.96,1.38,9.99,94804,527158,947092.0,419934.0,2581,3.871,43.3,58001.93,72811.88,130813.81
SF10596,Maharashtra,Krishna,Cotton,Rabi,7.14,444.2,17.6,56.6,7.2,8.09,28.3,84.8,51.5,49.0,Sprinkler,201.3,5.42,0.74,0.3,2.14,59242,540148,126778.0,-413370.0,4784,0.447,41.1,-57894.96,75650.98,17756.02
SF10597,Andhra Pradesh,Krishna,Rice,Zaid,13.96,89.9,28.5,43.4,9.5,6.83,15.9,79.3,35.5,142.1,Rainfed,222.5,4.67,0.91,1.81,25.27,24312,877099,614364.0,-262735.0,9860,2.563,37.9,-18820.56,62829.44,44008.88
SF10598,Madhya Pradesh,Indore,Chilli,Kharif,3.37,619.4,28.3,72.9,6.8,6.93,35.1,124.8,69.6,64.1,Flood,245.0,2.46,0.84,2.54,8.56,82446,224847,705738.0,480891.0,2803,3.054,65.8,142697.63,66720.18,209417.8
SF10599,Andhra Pradesh,Ludhiana,Maize,Kharif,1.45,1296.3,26.4,83.4,7.5,5.98,38.5,108.7,60.0,162.0,Drip,343.9,7.11,0.71,1.85,2.68,22721,93098,60892.0,-32206.0,663,4.042,60.7,-22211.03,64205.52,41994.48
SF10600,Madhya Pradesh,Indore,Pulses,Rabi,14.87,305.8,24.9,61.1,5.9,6.25,26.9,72.3,46.6,120.5,Sprinkler,187.2,6.93,0.78,0.97,14.42,71734,1273058,1034404.0,-238654.0,5263,2.74,38.6,-16049.36,85612.51,69563.15
SF10601,Karnataka,Indore,Maize,Kharif,10.78,791.3,28.9,71.9,7.1,7.45,40.2,121.7,15.0,170.2,Drip,274.3,3.12,0.76,2.9,31.26,20125,834937,629108.0,-205829.0,6579,4.751,67.8,-19093.6,77452.41,58358.81
SF10602,Gujarat,Indore,Pulses,Rabi,13.28,272.9,23.4,51.6,8.5,6.15,24.7,111.7,49.0,114.8,Drip,307.2,0.97,0.92,0.92,12.22,62635,947941,765400.0,-182541.0,4048,3.019,38.8,-13745.56,71381.1,57635.54
SF10603,Gujarat,Erode,Wheat,Zaid,13.62,247.3,28.8,55.6,8.5,6.29,20.4,92.2,59.0,106.9,Sprinkler,275.9,5.5,0.84,1.94,26.42,23595,950360,623380.0,-326980.0,8074,3.272,49.0,-24007.34,69776.8,45769.46
SF10604,Andhra Pradesh,Indore,Rice,Kharif,14.88,973.8,24.5,80.2,7.7,6.23,38.3,104.2,66.3,111.6,Sprinkler,138.1,2.57,0.81,3.1,46.13,22627,847621,1043784.0,196163.0,21989,2.098,61.7,13183.0,56963.78,70146.77
SF10605,Gujarat,Warangal,Cotton,Kharif,8.99,723.7,28.5,86.6,5.9,5.99,26.7,99.6,43.7,69.8,Drip,210.9,5.28,0.8,0.99,8.9,70055,554879,623490.0,68611.0,6796,1.31,57.8,7631.92,61721.8,69353.73
SF10606,Andhra Pradesh,Warangal,Chilli,Rabi,13.42,372.6,20.3,63.8,8.2,5.71,34.8,128.1,97.7,81.7,Flood,287.8,4.29,0.67,0.68,9.13,108555,988748,991107.0,2359.0,8564,1.066,45.2,175.78,73677.2,73852.98
SF10607,Karnataka,Indore,Wheat,Rabi,6.23,633.0,24.8,65.6,6.9,6.24,23.8,132.1,74.8,66.0,Rainfed,186.2,3.88,0.77,2.35,14.64,22065,331759,323032.0,-8727.0,1433,10.216,35.6,-1400.8,53251.85,51851.04
SF10608,Tamil Nadu,Guntur,Maize,Rabi,4.69,128.8,24.1,56.3,7.4,6.54,25.9,97.7,65.3,51.6,Sprinkler,135.8,5.64,0.68,2.91,13.65,22430,269103,306170.0,37067.0,2428,5.622,18.7,7903.41,57378.04,65281.45
SF10609,Andhra Pradesh,Erode,Rice,Kharif,14.9,796.2,27.2,64.3,7.3,7.26,38.8,114.6,31.0,66.0,Flood,192.2,2.29,0.93,2.69,40.08,21690,982822,869335.0,-113487.0,27011,1.484,60.2,-7616.58,65961.21,58344.63
SF10610,Punjab,Rajkot,Rice,Kharif,2.08,816.8,29.5,76.4,5.8,6.08,40.0,88.4,56.1,138.1,Flood,138.1,4.96,0.88,2.51,5.22,24583,152544,128323.0,-24221.0,3887,1.343,60.6,-11644.71,73338.46,61693.75
SF10611,Karnataka,Erode,Wheat,Kharif,5.51,972.1,25.4,82.9,7.1,6.64,35.1,121.0,58.9,75.0,Flood,97.1,5.17,0.9,2.66,14.66,20341,331994,298199.0,-33795.0,3594,4.079,47.0,-6133.39,60252.99,54119.6
SF10612,Andhra Pradesh,Erode,Rice,Kharif,14.21,920.1,29.7,79.0,6.5,6.86,35.6,169.5,55.0,111.0,Flood,110.2,6.29,0.84,3.39,48.17,19280,1063716,928718.0,-134998.0,27819,1.732,50.8,-9500.21,74856.86,65356.65
SF10613,Tamil Nadu,Krishna,Rice,Kharif,14.14,701.3,28.7,83.1,6.8,6.21,26.1,130.1,33.5,121.7,Drip,49.4,7.67,0.66,3.21,45.39,19173,679161,870262.0,191101.0,17865,2.541,38.6,13514.92,48031.19,61546.11
SF10614,Madhya Pradesh,Raichur,Groundnut,Zaid,3.03,549.5,32.0,55.5,9.6,6.25,20.1,72.6,50.0,111.5,Sprinkler,193.5,4.76,0.8,1.45,4.39,61015,174647,267856.0,93209.0,1635,2.685,43.2,30762.05,57639.27,88401.32
SF10615,Karnataka,Krishna,Groundnut,Kharif,13.86,970.6,26.2,93.1,7.6,7.41,24.1,161.4,40.4,152.8,Flood,256.0,3.39,0.87,1.13,15.66,51995,1150054,814242.0,-335812.0,8956,1.749,55.1,-24228.86,82976.48,58747.62
